,T_ext,T_ext1,T_ext2
4625,26.4,19.464520699370013,24.259455471490412
4626,26,19.649232382029187,24.21740539761488
4627,24.8,19.814154528372146,23.76605261566752
4628,23,19.946451598207386,22.922600830236764
4629,20.2,20.027288447321016,21.503997767433443
4630,19.1,20.04369911142668,20.58318719358757
4631,18,19.99139371212048,19.73931587441796
4632,17.4,19.88217517891494,19.11968576624596
4633,16.9,19.73333745916767,18.601599863014066
4634,16.5,19.560136652085927,18.16249014449492
4635,16,19.373941202551826,17.711926813857907
4636,15.4,19.180139777839386,17.223613116277267
4637,15,18.983009672060444,16.811120630541815
4638,14.8,18.78475931837624,16.503779565930266
4639,15.4,18.592073143532126,16.56842558340675
4640,16.4,18.413826388324008,16.919743314427052
4641,17.8,18.265209465637298,17.553633854816365
4642,20.1,18.16442937,18.685512800557504
4643,22.4,18.127470423431706,20.004030271518086
4644,23.9,18.163265195900735,21.099297359381843
4645,24,18.266010073670646,21.58859446994296
4646,24.1,18.419301265736433,21.91783366167407
4647,24,18.59678766390576,22.090981047491855
4648,23.6,18.77538333996845,22.072485274335335
4649,23.2,18.941989800403558,21.97830295844371
4650,21.8,19.082947278533037,21.417379013684386
4651,21.6,19.19401245821298,21.206096772282084
4652,20.1,19.26553657035692,20.506410497565614
4653,19,19.295854150741558,19.829765423090134
4654,17.9,19.28234023440962,19.122169961523262
4655,16.6,19.22527054540285,18.299919192736407
4656,16,19.128371000104746,17.721540737585105
4657,15.4,18.99661753407669,17.194142196946803
4658,15.2,18.842208231973018,16.852298552557148
4659,15,18.67448205879607,16.56641204996842
4660,14.8,18.50232170885484,16.308480145232675
4661,14.6,18.332081193167202,16.067708332708126
4662,14.9,18.168584545170766,16.049124303583525
4663,15.4,18.01676593312064,16.18494502
4664,16.3,17.885020331648406,16.552643123264097
4665,17.2,17.781739646898306,17.00914909315057
4666,18,17.712288450862232,17.47786590518025
4667,18.6,17.67862687935344,17.889295364726536
4668,19.5,17.680581704547812,18.426520078377322
4669,20,17.71320669017715,18.840132986061487
4670,21,17.77474759,19.443574000677877
4671,21.5,17.860213763833197,19.89441332369588
4672,21.1,17.96349656473617,19.937842300578932
4673,21.5,18.07973722128479,20.19888998994681
4674,20.6,18.191414269325048,19.950910308154253
4675,19.9,18.289837282949104,19.639999023888482
4676,19.1,18.365352812124247,19.234786454784388
4677,17.6,18.40761179599636,18.484321217120687
4678,16.5,18.41037197690896,17.78034617138202
4679,15.8,18.371094644208316,17.22144070256261
4680,15.4,18.293642456810066,16.811683866707913
4681,15.1,18.18826919696964,16.483119848763724
4682,15,18.06699449458745,16.26675618
4683,14.5,17.937485535373227,15.920295404043443
4684,14.2,17.804301375441717,15.629221261927347
4685,13.6,17.66645797773433,15.223864365986413
4686,13.5,17.52517323273517,14.997088550308526
4687,14.1,17.38450528870309,15.110275894882712
4688,15.5,17.25529074880981,15.667928148906007
4689,18,17.159576606847484,16.84571863322934
4690,20.7,17.121435912184154,18.334063630624208
4691,23.5,17.163018915594552,20.02320308
4692,25.1,17.293485290594443,21.327255665248266
4693,26,17.504412673417267,22.27665429124834
4694,28,17.78462190725128,23.59531759134056
4695,29,18.112768315041766,24.58999960801004
4696,28.5,18.468529968786925,24.88211484979929
4697,28.4,18.834363186918246,25.13078691677617
4698,27.4,19.183800799867694,24.94031014937864
4699,27.4,19.50231814280857,25.015012779663873
4700,26.6,19.781145221448806,24.78467365427554
4701,26.1,20.019568481474934,24.58176703908112
4702,25.4,20.216598289194966,24.273199952162038
4703,24.8,20.373806286583523,23.95876296
4704,24,20.492559403207547,23.538711085359804
4705,23.2,20.573510497007202,23.073627164987602
4706,22.4,20.619736396601233,22.57764458090447
4707,21.7,20.63091176434716,22.09940954108944
4708,20.5,20.60834422,21.402801162819078
4709,18.5,20.546782502843048,20.296904302939893
4710,17.5,20.449584164951144,19.470453308706826
4711,17.5,20.316664823702105,19.10551607095769
4712,18.1,20.15717237738016,19.122177653411725
4713,19.5,19.998824901343056,19.61130414378077
4714,19.4,19.859787518417008,19.643184099486877
4715,19.1,19.75290039431121,19.50781436982361
4716,19.7,19.67346747,19.701055163594546
4717,19.5,19.609313367781926,19.645493134783337
4718,20,19.56043508,19.83149963
4719,21,19.52587875545096,20.293624179604574
4720,22.6,19.51507435262111,21.104217873641264
4721,24.8,19.548161704800414,22.296861189837593
4722,24,19.619306692993906,22.377893316005224
4723,23.5,19.72251216083113,22.309251029239704
4724,23,19.83610418819028,22.15266126215206
4725,20.8,19.930890386292255,21.225195127583245
4726,19.5,19.98854656333538,20.429434219518665
4727,18.1,19.992668492110614,19.565395235905573
4728,17.5,19.944761074280912,18.989773386598326
4729,16.9,19.852587839406866,18.47383945979494
